Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Nepal,NP,NPL,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0507750763030648,0.0700967976276579,0.0248425410869568,,,0.058876858636209,,,,,,0.0536181014066953,0.053655429438227,0.0554477257654039,0.0397792665656516,0.0465069557683576,0.0507706242685736,0.0390217363509271,0.0216182419092931,0.0388451543468276,0.0691833332252253,0.0383360410812669,0.0286134140774829,0.0156612519223853,0.027545692032489,
Nepal,NP,NPL,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,618242.0,,,,779246.0,1418539.0,784185.0,,,1598036.0,,,,,,2257010.0,2193128.0,2232796.0,1506981.0,1743973.0,2045682.0,1266812.0,779844.75,1484047.62,2754820.47,1948498.9,1438209.57,1473617.24,1724803.555,
Nepal,NP,NPL,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.0124784003194134,,,,0.0130038950693652,0.0230147498477201,0.0119966207128713,,,0.0221398725208662,,,,,,0.0153924652186269,0.0120154874131325,0.0102963374264597,0.00694362071844104,0.00786950560909425,0.00900309774652209,0.00520020660413045,0.00317991057120798,0.00512242399305166,0.00831982355025127,0.00569966828815445,0.00430167372732602,0.00399060937972068,0.00422453279785645,
Nepal,NP,NPL,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.175664111812444,0.246434100785797,0.0890925963962073,,,0.211705334962889,,,,,,0.234084068279031,0.231956928512168,0.224100240289324,0.159549557989586,0.183881430313104,0.205697884554055,0.169430392853386,0.0938086322559178,0.177141599416471,0.30967881824932,0.180925376392662,0.149922448329247,0.0804799672096467,0.117041831684333,
Nepal,NP,NPL,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,9270490.0,,,,51057618.0,29492363.0,55017280.0,,,22567742.0,,,,,,81676858.0,114220214.0,140878905.0,122540065.0,130986112.0,219571242.0,181647543.0,246868831.319,228365521.359,337793058.06,416324633.8,290312225.04,414319469.89,370743514.262,
Nepal,NP,NPL,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.187112628027728,,,,0.852038902944295,0.478491854551166,0.841665475383795,,,0.312663125839342,,,,,,0.557023759722699,0.625778132257805,0.649650367588514,0.564620080925448,0.591061870279785,0.966338538468469,0.745655040158026,1.00663729083647,0.788239548401481,1.0201676189661,1.21781557733873,0.868321625182989,1.12199227714243,0.908055952837121,
Nepal,NP,NPL,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,3.56174523892571,2.45848698047518,3.57983558454581,,,1.36981547640147,,,,,,2.14737354933158,2.20103739750815,2.35681763253045,2.01982534899571,2.01280605877137,2.86492551799062,2.70787013965708,2.75689592340052,2.30141634915686,2.64035681472253,3.34817170268424,2.93481961825022,2.5743241089921,2.64591101052985,
Nepal,NP,NPL,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,9888732.0,,,,51836864.0,30910902.0,55801465.0,,,24165778.0,,,,,,83933868.0,116413342.0,143111701.0,124047046.0,132730085.0,221616924.0,182914355.0,247648676.069,229849568.979,340547878.53,418273132.7,291750434.61,415793087.13,372468317.817,
Nepal,NP,NPL,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,0.199591028347142,,,,0.86504279801366,0.501506604398886,0.853662096096666,,,0.334802998360208,,,,,,0.572416224941325,0.637793619670938,0.659946705014974,0.571563701643889,0.59893137588888,0.975341636214991,0.750855246762157,1.00981720140768,0.793361972394533,1.02848744251635,1.22351524562688,0.872623298910315,1.12598288652215,0.912280485634977,
Nepal,NP,NPL,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-8652248.0,,,,-50278372.0,-28073824.0,-54233095.0,,,-20969706.0,,,,,,-79419848.0,-112027086.0,-138646109.0,-121033084.0,-129242139.0,-217525560.0,-180380731.0,-246088986.569,-226881473.739,-335038237.59,-414376134.9,-288874015.47,-412845852.65,-369018710.707,
Nepal,NP,NPL,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.174634227708315,,,,-0.83903500787493,-0.455477104703446,-0.829668854670923,,,-0.290523253318476,,,,,,-0.541631294504072,-0.613762644844673,-0.639354030162054,-0.557676460207007,-0.583192364670691,-0.957335440721947,-0.740454833553896,-1.00345738026527,-0.78311712440843,-1.01184779541585,-1.21211590905057,-0.864019951455663,-1.1180016677627,-0.903831420039265,
