Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,3.7279,4.2724,16.7576,-4.0064,5.3091,3.7465,11.093
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Below 2°C,US$2010/GJ,,,,,3.9711,4.5987,4.4679,5.2041,5.1447,4.8653,4.9049
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,,,,,3.9711,4.6647,4.6303,5.0297,5.2841,5.5602,5.7592
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,3.9711,4.6647,4.6303,5.7319,5.3499,4.7767,4.1935
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Fragmented World,US$2010/GJ,,,,,3.9711,4.6647,4.6303,4.854,5.2447,5.5672,5.6393
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Low Demand,US$2010/GJ,,,,,3.9711,4.6568,4.3352,5.2357,4.7106,4.1262,4.1033
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,3.9711,4.541,4.3304,4.7696,5.0737,5.4085,5.3735
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,3.9711,5.1474,5.5306,5.9206,5.9116,4.9651,4.4127
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Below 2°C,US$2010/GJ,,,,,15.0223,15.602,15.997,16.1666,16.25,16.4655,16.354
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,15.0223,15.3121,15.502,15.6615,15.7832,15.8518,15.6449
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,15.0224,15.3121,15.5021,16.093,16.2719,16.2051,15.9001
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Fragmented World,US$2010/GJ,,,,,15.0223,15.3121,15.502,15.8315,15.8711,15.7892,15.263
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Low Demand,US$2010/GJ,,,,,15.0223,15.28,15.3545,15.3464,15.485,16.3602,16.47
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,15.0223,15.314,15.4697,15.61,15.8194,15.9535,15.8355
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,15.0223,15.6324,16.1403,16.2997,16.556,17.9176,18.1384
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,,,,,2.5589,3.6745,3.6179,4.0568,4.0954,4.5143,4.8236
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,,,,,2.5589,3.6772,3.9971,4.3765,4.7144,5.0861,5.385
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,2.5589,3.6772,3.9971,4.2235,4.0805,4.7634,4.3801
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,,,,,2.5589,3.6772,3.9971,4.4388,4.3895,4.8662,5.7964
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,,,,,2.5589,3.6745,3.2217,3.8138,4.5752,7.2462,2.6796
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,2.5589,3.6745,4.011,4.3389,4.4139,4.8986,5.395
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,2.5589,3.6745,5.2774,4.9289,9.5201,3.5549,5.1707
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Below 2°C,US$2010/GJ,,,,,11.1918,12.3944,13.1936,13.1533,14.3813,15.7881,17.0372
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,,,,,11.1918,12.923,13.7395,14.0862,15.7503,17.553,19.4513
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,,,,,11.1918,12.923,13.7395,13.6337,14.3796,15.898,17.1657
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Fragmented World,US$2010/GJ,,,,,11.1918,12.923,13.7395,13.8446,15.3055,17.0406,18.6781
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Low Demand,US$2010/GJ,,,,,11.1918,11.7366,11.065,11.3465,12.1038,12.9514,13.7653
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,,,,,11.1918,12.8033,13.4785,13.705,15.3123,17.1199,18.7941
Nepal,NP,NPL,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,,,,,11.1918,12.1243,12.6335,12.2863,12.9663,13.827,14.5051
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Below 2°C,EJ/yr,,,,,0.0016,0.019,0.0363,0.0624,0.1052,0.1531,0.19
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0011,0.0139,0.0277,0.0469,0.0796,0.1215,0.135
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0012,0.0148,0.0292,0.0547,0.0949,0.1451,0.1836
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Fragmented World,EJ/yr,,,,,0.0014,0.0171,0.0342,0.0569,0.0891,0.1267,0.1402
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Low Demand,EJ/yr,,,,,0.0014,0.0142,0.0245,0.0454,0.0838,0.1421,0.1854
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0013,0.0162,0.0333,0.0564,0.091,0.1281,0.144
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0016,0.0181,0.0352,0.0669,0.119,0.1911,0.236
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0001,0.0004,0.1988
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0002,0.0006,0.3129
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0001,0.0004,0.1981
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0002,0.0004,0.1925
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0002,0.0005,0.2151
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0002,0.0005,0.2228
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0,0.0,0.0001,0.0001,0.0004,0.2022
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0,0.0001,0.0007,0.002,0.0058,0.0189,0.2822
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0001,0.0006,0.0015,0.0043,0.0137,0.2112
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0001,0.0006,0.0013,0.0041,0.0148,0.2627
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0,0.0001,0.0006,0.0013,0.0033,0.0103,0.1548
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0,0.0003,0.0007,0.002,0.0049,0.015,0.2533
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0001,0.0007,0.0017,0.005,0.015,0.2162
Nepal,NP,NPL,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0001,0.0007,0.002,0.0058,0.0219,0.3708
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Below 2°C,EJ/yr,,,,,0.402,0.3763,0.3342,0.2804,0.2218,0.1562,0.1133
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.4033,0.3927,0.3605,0.3239,0.3042,0.2795,0.2837
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.4082,0.4001,0.3694,0.3115,0.2541,0.1835,0.1344
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Fragmented World,EJ/yr,,,,,0.4154,0.4027,0.3719,0.3358,0.3088,0.2798,0.2743
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Low Demand,EJ/yr,,,,,0.3895,0.3642,0.325,0.2677,0.196,0.1102,0.0695
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.4081,0.3979,0.3618,0.3255,0.2945,0.2632,0.2505
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3832,0.348,0.2936,0.223,0.1438,0.0668,0.038
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.393,0.4159,0.4441,0.4572,0.4611,0.4419,0.4651
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.3895,0.4113,0.4383,0.4542,0.4683,0.4508,0.4801
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.3915,0.4138,0.441,0.4659,0.4703,0.4487,0.4728
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.3933,0.4146,0.4407,0.4549,0.4539,0.432,0.4553
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.395,0.4233,0.3386,0.3301,0.2829,0.2564,0.2508
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.393,0.4145,0.4449,0.4628,0.4791,0.4661,0.4891
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.3883,0.4117,0.4347,0.4517,0.4621,0.4549,0.4877
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.3009,0.2832,0.2649,0.2171,0.1713,0.1483,0.1614
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.301,0.2848,0.2848,0.3037,0.3309,0.3611,0.4172
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.3031,0.2881,0.2892,0.3282,0.2229,0.136,0.1572
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.2926,0.2725,0.2731,0.2959,0.3381,0.3777,0.4439
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.3166,0.3037,0.2282,0.1547,0.1398,0.106,0.0934
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.2998,0.2809,0.2633,0.2418,0.2272,0.2434,0.2924
Nepal,NP,NPL,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.2936,0.2731,0.1893,0.1498,0.1261,0.1043,0.0874
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Below 2°C,Mt CO2-equiv/yr,,,,,35.9234,35.4914,34.9975,33.9349,33.8398,33.3278,33.2835
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,,,,,35.9234,38.5984,41.2145,44.7498,47.697,49.3043,50.7918
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,,,,,35.9223,38.5974,41.2137,38.9318,37.4887,36.8994,38.3065
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Fragmented World,Mt CO2-equiv/yr,,,,,35.9234,38.5984,41.2145,46.455,50.4193,52.4937,54.3603
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Low Demand,Mt CO2-equiv/yr,,,,,35.9234,36.6623,32.9533,30.6908,30.5419,30.1862,31.3524
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,,,,,35.9234,38.4109,40.9599,43.7269,45.0774,45.6379,46.9282
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,,,,,35.9234,34.944,30.6555,30.1593,29.9422,30.1716,31.5823
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2-equiv/yr,,,,,33.8128,34.6368,31.9338,30.4971,29.0757,28.0337,27.1536
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,,,,,33.8128,34.5202,36.4655,37.5905,38.3216,38.2494,38.0017
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,,,,,33.8128,34.5202,36.4655,32.2855,30.1127,28.7544,27.2668
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2-equiv/yr,,,,,33.8128,34.5202,36.4655,34.2851,32.2081,29.992,28.6261
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2-equiv/yr,,,,,33.8128,34.6368,27.7676,25.9208,23.7412,22.7515,21.7209
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,,,,,33.8128,34.6368,36.6143,37.2826,37.7802,36.296,35.1161
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,,,,,33.8128,34.6368,30.0256,27.7048,25.6059,23.9864,22.7082
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2-equiv/yr,,,,,36.3015,37.9905,42.8673,41.642,41.0475,40.0125,36.7756
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,,,,,36.3015,39.2668,45.2344,51.3043,53.8773,54.6691,55.6718
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,,,,,36.3015,39.2668,45.2344,43.2396,43.2697,40.9608,39.1578
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2-equiv/yr,,,,,36.3015,39.2668,45.2344,49.5476,54.1521,55.8008,56.5255
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2-equiv/yr,,,,,36.3015,35.0027,35.4265,26.7646,21.8976,19.2757,16.0811
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,,,,,36.3015,38.368,43.2242,46.8257,50.8196,51.7025,52.2644
Nepal,NP,NPL,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,,,,,36.3015,37.2781,39.3902,34.3243,33.4596,32.4588,32.3807
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Below 2°C,EJ/yr,,,,,0.0032,0.0372,0.0649,0.1018,0.1581,0.2149,0.2518
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0029,0.0315,0.0539,0.0801,0.1235,0.1742,0.1794
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.003,0.0322,0.0549,0.0925,0.145,0.2039,0.2399
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Fragmented World,EJ/yr,,,,,0.0032,0.0368,0.064,0.0947,0.1364,0.1814,0.188
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Low Demand,EJ/yr,,,,,0.003,0.0282,0.0447,0.0754,0.1289,0.2067,0.253
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.003,0.0357,0.0635,0.0953,0.1398,0.18,0.1871
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0031,0.0346,0.063,0.1106,0.1832,0.2787,0.3215
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,,,,,0.0,0.0001,0.0002,0.0003,0.0007,0.0021,0.1347
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0,0.0001,0.0002,0.0004,0.0007,0.0023,0.1372
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0,0.0001,0.0002,0.0003,0.0008,0.0027,0.1755
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,,,,,0.0,0.0001,0.0002,0.0004,0.0007,0.002,0.1133
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,,,,,0.0,0.0001,0.0003,0.0006,0.0012,0.0034,0.1856
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0,0.0001,0.0002,0.0003,0.0007,0.0019,0.1097
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0,0.0001,0.0002,0.0004,0.0012,0.0037,0.2105
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Below 2°C,EJ/yr,,,,,0.0003,0.0013,0.0034,0.0094,0.0235,0.0603,0.11
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,,,,,0.0003,0.0011,0.0029,0.0072,0.017,0.0407,0.0726
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,,,,,0.0003,0.0011,0.0029,0.0062,0.0164,0.0455,0.0928
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Fragmented World,EJ/yr,,,,,0.0003,0.0011,0.0027,0.0062,0.0132,0.0305,0.0531
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Low Demand,EJ/yr,,,,,0.0005,0.0015,0.0035,0.0093,0.0214,0.0525,0.1103
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,,,,,0.0003,0.0011,0.0031,0.0081,0.0195,0.0465,0.0821
Nepal,NP,NPL,Transition Pathways,Primary energy,Wind,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,,,,,0.0003,0.0013,0.0037,0.0105,0.0279,0.0773,0.154
